name,body_group,force,muscle_group,equipment,description,steps,grip,video_link
Barbell Behind The Back Wrist Curl,Upper Body,Unknown,Forearms,Barbell,"Barbell Behind The Back Wrist Curl: A Comprehensive GuideSetupChoose a barbell that is appropriate for your current level of strengthStand with your feet shoulderwidth apart and your knees slightly bentGrasp the barbell with both hands and hold it behind your backMake sure your elbows are straight and your palms are facing downwardsHow to PerformKeeping your elbows straight, slowly lift the barbell towards your wristExhale as you lift the weightPause for a moment at the top of the movementSlowly lower the barbell back to the starting position, inhaling as you do soRepeat for the desired number of repetitionsTechniqueMake sure to keep your elbows straight throughout the entire movementDo not allow your shoulders to shrug during the exerciseKeep your wrists in a neutral position, not letting them rotate during the movementFocus on using only your wrist muscles to lift the weight, not your arms or shouldersThings to AvoidUsing a weight that is too heavy for your current strength levelAllowing your elbows to bend during the movementShrugging your shoulders during the exerciseLetting your wrists rotate during the movementRushing through the exercise, instead focus on controlled movements","Stand straight and hold the barbell behind you using a pronated grip with your hands and feet shoulder-width apart., Slowly curl your wrists in a semi-circular motion upwards., Hold the barbell at the apex of the motion and then slowly lower the barbell back down to starting position.",N/A,"https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-behind-the-back-wrist-curl-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-behind-the-back-wrist-curl-side.mp4#t=0.1"
Dumbbell Wrist Curl,Upper Body,Pull,Forearms,Dumbbell,"How To Perform The Dumbbell Wrist CurlSetupYou will need a box or a bench. You can either take a seated position (like in our demo video), or a kneeling position. In the seated position, put your feet shoulder width, and drape your forearms over your knees. In a kneeling position, drape your forearms over the edge of the box, or a bench. Your forearms should be far enough off the box or bench that you can fully flex your wrist at the bottom of the range of motion.PerformingLet the dumbbells fully extend your wrists before initiating the concentric. Flex your wrists and point your fists up towards the ceiling as high as you possibly can. You should feel the forearm muscles on the bottom of your arm contract really hard. Make sure to focus on the range of motion with this exercise. It can be very easy to begin doing partial range of motion reps on this exercise. Like any other exercise, when you can no longer perform the adequate range of motion end the set ","Grip the dumbbell with your palm facing upwards with your forearm rested against the bench., Slowly curl your wrist upwards in a semicircular motion., Return to starting position and repeat.",Underhand,"https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-wrist-curl-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-dumbbell-wrist-curl-side.mp4#t=0.1"
Barbell Wrist Curl,Upper Body,Unknown,Forearms,Barbell,"Barbell Wrist Curl: A Comprehensive GuideSetupChoose a barbell with a moderate weightKneel down on a flat bench and place your forearms on the bench with your palms facing upHold the barbell with a pronated grip (palms facing down)Keep your elbows close to your sides and make sure your wrists are off the edge of the benchHow to PerformBegin by lifting the barbell with your wrist flexors until your hands are facing upwardsSlowly lower the barbell back down to the starting positionRepeat the movement for the desired number of repetitionsMake sure to maintain control of the barbell throughout the movementTechniqueKeep your wrists stable and avoid any unnecessary movementsMake sure to focus the contraction in your wrist flexorsUse a smooth, controlled motion throughout the exerciseThings to AvoidAvoid using too heavy of a weight and compromising your formAvoid allowing the barbell to rest on your fingersAvoid using too much momentum and relying on swinging the weight","Grab a straight bar with a supinated (underhand) grip., Kneel down next to a flat bench and place your forearms on the bench with your wrists just off the bench., Let the barbell pull down on your wrists until they are extended., Curl the barbell until your wrists are fully flexed., Lower in a controlled manner and repeat.",N/A,"https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-wrist-curl-front_j9uRhfT.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-barbell-wrist-curl-side_v5A0kZk.mp4#t=0.1"
Kettlebell Farmers Carry,Upper Body,Pull,Forearms,Kettlebell,"Standing straight with a kettlebell in one hand, lift the knee of one leg off the floor to knee height., Bring the leg back to standing and repeat with the other leg, keeping the kettlebell on the same side., Repeat.","Standing straight with a kettlebell in one hand, lift the knee of one leg off the floor to knee height., Bring the leg back to standing and repeat with the other leg, keeping the kettlebell on the same side., Repeat.",Neutral,"https://media.musclewiki.com/media/uploads/videos/branded/male-kettlebell-farmers-carry-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-kettlebell-farmers-carry-side.mp4#t=0.1"
Kettlebell Wrist Extension,Upper Body,Unknown,Forearms,Kettlebell,"Stand up straight with a kettlebell in both hands in front of your pelvis, with your forearms facing inwards., Flex your wrist upwards until wrists are fully extended., Lower to the starting position and repeat.","Stand up straight with a kettlebell in both hands in front of your pelvis, with your forearms facing inwards., Flex your wrist upwards until wrists are fully extended., Lower to the starting position and repeat.",N/A,"https://media.musclewiki.com/media/uploads/videos/branded/male-kettlebell-wrist-extension-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-kettlebell-wrist-extension-side.mp4#t=0.1"
Kettlebell Wrist Curl,Upper Body,Unknown,Forearms,Kettlebell,"Stand up straight with a kettlebell in both hands in front of your pelvis, with your forearms facing outwards., Flex your wrist towards your body until the kettlebell is level with your stomach., Lower to the starting position and repeat.","Stand up straight with a kettlebell in both hands in front of your pelvis, with your forearms facing outwards., Flex your wrist towards your body until the kettlebell is level with your stomach., Lower to the starting position and repeat.",N/A,"https://media.musclewiki.com/media/uploads/videos/branded/male-kettlebell-wrist-curl-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-kettlebell-wrist-curl-side.mp4#t=0.1"
Forearms Stretch Variation Four,Upper Body,Unknown,Forearms,Stretches,"Raise your arm to shoulder height at 90 degrees to your body., Press lightly on your hand and push towards you., Rotate the arm across your body., Switch sides and repeat.","Raise your arm to shoulder height at 90 degrees to your body., Press lightly on your hand and push towards you., Rotate the arm across your body., Switch sides and repeat.",N/A,"https://media.musclewiki.com/media/uploads/videos/branded/male-forearms-stretch-variation-4-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-forearms-stretch-variation-4-side.mp4#t=0.1"
Forearms Stretch Variation Three,Upper Body,Unknown,Forearms,Stretches,"Place your hands together., Rotate your arms and hands 180 degrees., Hold at the peak of the stretch., Return to starting position.","Place your hands together., Rotate your arms and hands 180 degrees., Hold at the peak of the stretch., Return to starting position.",N/A,"https://media.musclewiki.com/media/uploads/videos/branded/male-forearms-stretch-variation-3-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-forearms-stretch-variation-3-side.mp4#t=0.1"
Forearms Stretch Variation Two,Upper Body,Unknown,Forearms,Stretches,"Place your hand against a wall, palms facing upward, with finger tips touching., Hold at the peak of the stretch., Return to starting position., Slowly lean into your palm.","Place your hand against a wall, palms facing upward, with finger tips touching., Hold at the peak of the stretch., Return to starting position., Slowly lean into your palm.",N/A,"https://media.musclewiki.com/media/uploads/videos/branded/male-forearms-stretch-variation-2-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-forearms-stretch-variation-2-side.mp4#t=0.1"
Forearms Stretch Variation One,Upper Body,Unknown,Forearms,Stretches,"Place your palm flush against the wall., Take one step forward and straighten your arm slowly to extend your bicep., Hold at the peak of the stretch., Return to starting position.","Place your palm flush against the wall., Take one step forward and straighten your arm slowly to extend your bicep., Hold at the peak of the stretch., Return to starting position.",N/A,"https://media.musclewiki.com/media/uploads/videos/branded/male-forearms-stretch-variation-1-front.mp4#t=0.1, https://media.musclewiki.com/media/uploads/videos/branded/male-forearms-stretch-variation-1-side.mp4#t=0.1"
