name,body_group,force,muscle_group,equipment,description
Machine shoulder press,Upper Body,Push,Shoulders,Machine,"The machine shoulder press is a machine-based exercise targeting the deltoid muscles. It approximates the motion of a free-weight shoulder press, but uses a selectorized weight-stack or plate-loaded machine. Many such machines also allow you to choose between different grips and grip widths. Machine shoulder presses are often done for moderate to high reps, such as 8-12 reps per set or more, as part of the upper-body or shoulder-focused portion of a workout."
Reverse Machine Flyes,Upper Body,Push,Shoulders,Machine,"The machine rear delt fly is an exercise targeting the rear head of the shoulder muscle or deltoids, as well as the muscles of the upper back. It's sort of the reverse of the machine chest fly, and is sometimes performed on the same machine, but facing the opposite direction. Because it targets such small muscles, this exercise is usually performed with light weight for high reps, such as 10-15 reps per set or more."
Single-arm Smith machine upright row,Upper Body,Push,Shoulders,Machine,"The single-arm Smith machine upright row is an upper-body exercise targeting the muscles of the traps and shoulders. This movement is often performed for moderate to high reps, such as 8-12 reps per set or more, as part of an upper-body or shoulder-focused workout."
Machine Lateral Raise,Upper Body,Push,Shoulders,Machine,not available
Smith machine behind-the-neck press,Upper Body,Push,Shoulders,Machine,"The Smith machine behind-the-neck press is a machine-based exercise targeting the deltoids. The Smith machine mimics a barbell but provides more stability. This movement can be programmed in low reps for strength or higher reps for muscle and strength endurance. It is often performed for moderate to high reps, such as 8-12 reps per set or more, as part of a shoulder or upper-body focused workout."
Smith Machine Behind-The-Neck Press - Gethin Variation,Upper Body,Push,Shoulders,Machine,"The Smith machine behind-the-neck press is a machine-based exercise targeting the deltoids. The Smith machine mimics a barbell but provides more stability. This movement can be programmed in low reps for strength or higher reps for muscle and strength endurance. It is often performed for moderate to high reps, such as 8-12 reps per set or more, as part of a shoulder or upper-body focused workout."
30 Shoulders Leg Press Shoulder Press,Upper Body,Push,Shoulders,Machine,not available
30 Shoulders Machine Shoulder Press,Upper Body,Push,Shoulders,Machine,not available
30 Shoulders Pec-Deck Reverse Fly,Upper Body,Push,Shoulders,Machine,not available
30 Shoulders Smith Machine Behind-The-Head Press,Upper Body,Push,Shoulders,Machine,not available
30 Shoulders Smith Machine Shoulder Press,Upper Body,Push,Shoulders,Machine,not available
Handstand push-up,Upper Body,Push,Shoulders,Bodyweight,"The handstand push-up is an exercise targeting the shoulders, although other muscles assist in the completion of the reps. It is common in both CrossFit workouts and advanced bodyweight or calisthenics training. Given the degree of difficulty, beginners will need to progress to this move."
Upward Stretch,Upper Body,Push,Shoulders,Bodyweight,not available
Shoulder Circles,Upper Body,Push,Shoulders,Bodyweight,not available
Cross-body shoulder stretch,Upper Body,Push,Shoulders,Bodyweight,"The cross-body shoulder stretch targets increased flexibility in the shoulders. It is a common inclusion in upper-body dynamic warm-ups prior to training or sports, but can also be performed anytime to ""limber up"" the upper body."
Arm circle,Upper Body,Push,Shoulders,Bodyweight,"The arm circle is a non-weighted exercise targeting the shoulders. It involves extending your arms to the sides and drawing small circles in the air with your hands. It is common in warm-ups for both training and athletics, and is often performed simply until someone feels a burn, rather than for a set amount of reps."
Seated Front Deltoid,Upper Body,Push,Shoulders,Bodyweight,not available
Shoulder Raise,Upper Body,Push,Shoulders,Bodyweight,not available
Hand Stand Push-Up,Upper Body,Push,Shoulders,Bodyweight,"The handstand push-up is an exercise targeting the shoulders, although other muscles assist in the completion of the reps. It is common in both CrossFit workouts and advanced bodyweight or calisthenics training. Given the degree of difficulty, beginners will want to progress to this move."
Wall walk,Upper Body,Push,Shoulders,Bodyweight,"The wall walk is a challenging exercise that works the entire body. From a push-up position, the hands walk back as the feet walk up the wall, then the whole movement is reversed. This is not for beginners, who will need to progress to this exercise."
Return Push from Stance,Upper Body,Push,Shoulders,Bodyweight,not available
Wall shoulder tap,Upper Body,Push,Shoulders,Bodyweight,"The wall shoulder tap is a bodyweight shoulder exercise that is a popular movement for gymnasts, cheerleaders, and other athletes who need to spend a lot of time in dynamic handstand movements. Beginning in a handstand position with toes touching the wall, one hand is raised to touch the opposing shoulder. This continues in alternating fashion for the duration of the set."
Bear crawl shoulder tap,Upper Body,Push,Shoulders,Bodyweight,"The bear crawl shoulder tap is a variation of the bear crawl that involves touching the opposing shoulder while in a static bear crawl hold. It adds an extra coordination and core challenge to an already intense full-body movement that targets the cardiovascular system as well as a wide range of muscle groups. It can be done as a full-body warm-up, or as part of a bodyweight circuit or flow."
Shadow boxing,Upper Body,Push,Shoulders,Bodyweight,"Shadow boxing is an exercise typically used in combat sports and fighting. However, it can also make a great cardio session for anyone to implement in a fast-paced circuit or as active rest. It is usually performed for time or rounds."
Bear crawl fire feet,Upper Body,Push,Shoulders,Bodyweight,"Bear crawl fire feet is a variation of the bear crawl that involves running in place while in a static bear crawl hold. It adds an extra coordination and full-body challenge to an already intense full-body movement that targets the cardiovascular system as well as a wide range of muscle groups. It can be done as a full-body warm-up, or as part of a bodyweight circuit or flow."
Wall sprawl,Upper Body,Push,Shoulders,Bodyweight,"The wall sprawl is a bodyweight exercise targeting the shoulders, although numerous other muscles are recruited to complete the exercise. From an all-fours position, you kick up onto the wall, then back down. It's a serious cardiovascular challenge that is usually performed as part of a fat-loss or athleticism-focused workout."
Bent Over Shoulder Y,Upper Body,Push,Shoulders,Bodyweight,"The lying rear delt Y works the shoulders, specifically the rear heads. The range of motion differs from the lying rear delt fly. At the midpoint, the arms and torso form a Y—hence the name."
Shoulder L,Upper Body,Push,Shoulders,Bodyweight,"The bent-over shoulder rotation is an upper-body exercise that helps strengthen the muscles around the rotator cuff for a stable shoulder joint. It is usually performed as part of a dynamic warm-up for the shoulders. It can be performed with body weight, light dumbbells or weight plates, or bands."
Shoulder Dislocation Stretch-Dowel,Upper Body,Push,Shoulders,Bodyweight,not available
TBS Inverted Row,Upper Body,Push,Shoulders,Bodyweight,"The Smith machine inverted row is a bodyweight exercise targeting the muscles of the lats (latissimus dorsi) and upper back, using the bar of the Smith machine to hang and pull from. You can change the bar height to customize the difficulty level and desired angle of the row. This variation is usually performed for moderate to high reps, such as 8-12 reps per set or more."
PVC Shoulder Stretch,Upper Body,Push,Shoulders,Bodyweight,not available
Shoulder T,Upper Body,Push,Shoulders,Bodyweight,"The bent-over plate rear delt raise is an exercise targeting the rear heads of the shoulders, aka deltoids. You can also use dumbbells or other light weights for a similar effect. This movement is usually performed as part of a dynamic warm-up, or as a high-rep burnout movement on a shoulder or back day."
HM Arm Circle,Upper Body,Push,Shoulders,Bodyweight,not available
HM Shoulder Stretch,Upper Body,Push,Shoulders,Bodyweight,not available
HM Shoulder Stretch on Floor,Upper Body,Push,Shoulders,Bodyweight,not available
HM Shoulder Tap,Upper Body,Push,Shoulders,Bodyweight,not available
HM Hand-On-Wall Stretch,Upper Body,Push,Shoulders,Bodyweight,not available
HM Jumping Arm Circle,Upper Body,Push,Shoulders,Bodyweight,not available
Kipping Clapping Pull-Up,Upper Body,Push,Shoulders,Bodyweight,not available
Holman Kneeling Overhead Press to Donkey Kick,Upper Body,Push,Shoulders,Bodyweight,not available
Floor angel,Upper Body,Push,Shoulders,Bodyweight,The floor angel is a stretch targeting shoulder mobility and activation of the shoulder stabilizer muscles. It also targets a range of postural muscles in the upper back.
Shoulder extension stretch,Upper Body,Push,Shoulders,Bodyweight,"The shoulder extension stretch is focused on bringing more flexibility to the shoulder joint. It increases range of motion in shoulder extension, or moving the arms behind the back. It can be performed as part of a warm-up or mobility and flexibility work post-workout or anytime."
